Date,Adj Close,Close,High,Low,Open,Volume
2018-01-02 00:00:00+00:00,427.31072998046875,508.9700012207031,518.780029296875,506.4800109863281,518.780029296875,526400
2018-01-03 00:00:00+00:00,431.8191833496094,514.3400268554688,514.739990234375,508.1600036621094,508.6600036621094,448700
2018-01-04 00:00:00+00:00,437.5198059082031,521.1300048828125,521.3099975585938,515.010009765625,516.5,389800
2018-01-05 00:00:00+00:00,441.2473449707031,525.5700073242188,525.9400024414062,520.8900146484375,523.8599853515625,483000
2018-01-08 00:00:00+00:00,444.53851318359375,529.489990234375,529.719970703125,523.52001953125,523.9400024414062,561500
2018-01-09 00:00:00+00:00,448.2745361328125,533.9400024414062,540.0,528.5700073242188,529.0,547700
2018-01-10 00:00:00+00:00,446.2846984863281,531.5700073242188,535.8800048828125,529.780029296875,534.469970703125,483800
2018-01-11 00:00:00+00:00,451.6159362792969,537.9199829101562,538.9600219726562,530.6099853515625,534.1500244140625,765200
2018-01-12 00:00:00+00:00,466.4006652832031,555.530029296875,556.3699951171875,546.7100219726562,552.7000122070312,941800
2018-01-16 00:00:00+00:00,472.67218017578125,563.0,571.8200073242188,561.0599975585938,562.6199951171875,1370600
2018-01-17 00:00:00+00:00,484.01458740234375,576.510009765625,578.6300048828125,565.2899780273438,567.2100219726562,983900
2018-01-18 00:00:00+00:00,486.28973388671875,579.219970703125,584.2100219726562,575.02001953125,577.27001953125,819600
2018-01-19 00:00:00+00:00,495.55853271484375,590.260009765625,590.5599975585938,581.030029296875,582.6199951171875,591300
2018-01-22 00:00:00+00:00,498.0773010253906,593.260009765625,593.4400024414062,581.989990234375,592.4600219726562,843600
2018-01-23 00:00:00+00:00,495.0716857910156,589.6799926757812,594.52001953125,588.4000244140625,593.0,643400
2018-01-24 00:00:00+00:00,493.38397216796875,587.6699829101562,592.4500122070312,583.1799926757812,591.9000244140625,642200
2018-01-25 00:00:00+00:00,483.16656494140625,575.5,585.9299926757812,572.9500122070312,585.0,892500
2018-01-26 00:00:00+00:00,492.6535949707031,586.7999877929688,586.9500122070312,577.1199951171875,578.2100219726562,516600
2018-01-29 00:00:00+00:00,482.2598571777344,574.4199829101562,585.530029296875,574.2000122070312,585.530029296875,611000
2018-01-30 00:00:00+00:00,472.0760192871094,562.2899780273438,571.530029296875,562.1799926757812,570.0499877929688,851100
2018-01-31 00:00:00+00:00,471.6646423339844,561.7999877929688,566.969970703125,559.6500244140625,564.8099975585938,665800
2018-02-01 00:00:00+00:00,474.5107727050781,565.1900024414062,568.47998046875,558.75,561.4099731445312,659600
2018-02-02 00:00:00+00:00,460.34747314453125,548.3200073242188,565.260009765625,545.8099975585938,565.260009765625,808200
2018-02-05 00:00:00+00:00,440.74371337890625,524.969970703125,553.030029296875,518.5,539.989990234375,1129400
2018-02-06 00:00:00+00:00,449.34918212890625,535.219970703125,538.52001953125,507.260009765625,510.80999755859375,1076700
2018-02-07 00:00:00+00:00,446.8641662597656,532.260009765625,541.6599731445312,532.0,535.1799926757812,672400
2018-02-08 00:00:00+00:00,427.65496826171875,509.3800048828125,536.489990234375,509.010009765625,534.22998046875,1038700
2018-02-09 00:00:00+00:00,437.83880615234375,521.510009765625,525.989990234375,500.010009765625,517.0499877929688,938600
2018-02-12 00:00:00+00:00,441.0879211425781,525.3800048828125,532.1400146484375,519.8800048828125,526.3200073242188,614700
2018-02-13 00:00:00+00:00,437.6373596191406,521.27001953125,526.52001953125,518.77001953125,520.8599853515625,517500
2018-02-14 00:00:00+00:00,453.3119201660156,539.9400024414062,540.3499755859375,516.4000244140625,517.9000244140625,656700
2018-02-15 00:00:00+00:00,453.9079895019531,540.6500244140625,547.7100219726562,531.1699829101562,546.4099731445312,648000
2018-02-16 00:00:00+00:00,454.2857666015625,541.0999755859375,548.47998046875,537.8300170898438,539.3499755859375,534400
2018-02-20 00:00:00+00:00,455.5450744628906,542.5999755859375,546.4299926757812,537.25,541.0,532100
2018-02-21 00:00:00+00:00,456.35107421875,543.5599975585938,556.0599975585938,542.4199829101562,542.5999755859375,486300
2018-02-22 00:00:00+00:00,452.9676208496094,539.530029296875,552.1699829101562,537.489990234375,547.9600219726562,626100
2018-02-23 00:00:00+00:00,461.5479431152344,549.75,549.9099731445312,542.0499877929688,543.760009765625,366700
2018-02-26 00:00:00+00:00,473.4865417480469,563.969970703125,564.219970703125,550.6900024414062,553.1500244140625,639600
2018-02-27 00:00:00+00:00,464.0835266113281,552.77001953125,565.489990234375,552.760009765625,561.9500122070312,616400
2018-02-28 00:00:00+00:00,461.2793884277344,549.4299926757812,566.4000244140625,548.8300170898438,554.739990234375,721100
2018-03-01 00:00:00+00:00,449.6513671875,535.5800170898438,549.02001953125,527.030029296875,548.5999755859375,779700
2018-03-02 00:00:00+00:00,451.33050537109375,537.5800170898438,539.7999877929688,527.0900268554688,530.219970703125,636500
2018-03-05 00:00:00+00:00,457.7784423828125,545.260009765625,546.1599731445312,531.4199829101562,532.6500244140625,384600
2018-03-06 00:00:00+00:00,463.07861328125,548.6599731445312,549.0,540.1400146484375,543.1599731445312,387400
2018-03-07 00:00:00+00:00,462.0407409667969,547.4299926757812,548.52001953125,538.3300170898438,540.4199829101562,465500
2018-03-08 00:00:00+00:00,467.0708923339844,553.3900146484375,554.3699951171875,547.02001953125,548.8699951171875,595200
2018-03-09 00:00:00+00:00,487.1501770019531,577.1799926757812,578.6500244140625,558.3300170898438,558.3300170898438,814700
2018-03-12 00:00:00+00:00,482.6008605957031,571.7899780273438,578.7999877929688,569.010009765625,578.3400268554688,410700
2018-03-13 00:00:00+00:00,476.0765686035156,564.0599975585938,578.5599975585938,562.1799926757812,577.260009765625,477500
2018-03-14 00:00:00+00:00,471.772216796875,558.9600219726562,566.6599731445312,557.5599975585938,566.6599731445312,341400
2018-03-15 00:00:00+00:00,470.9028015136719,557.9299926757812,563.6300048828125,555.8499755859375,560.25,313200
2018-03-16 00:00:00+00:00,475.7391052246094,563.6599731445312,565.8800048828125,558.0399780273438,558.7899780273438,616900
2018-03-19 00:00:00+00:00,467.44244384765625,553.8300170898438,563.97998046875,548.0900268554688,563.8499755859375,554600
2018-03-20 00:00:00+00:00,470.5567626953125,557.52001953125,557.8400268554688,552.0,557.5399780273438,381200
2018-03-21 00:00:00+00:00,476.1611328125,564.1599731445312,573.469970703125,557.0499877929688,558.5999755859375,480100
2018-03-22 00:00:00+00:00,455.2800598144531,539.4199829101562,558.1699829101562,538.3800048828125,556.1400146484375,699200
2018-03-23 00:00:00+00:00,439.8429870605469,521.1300048828125,542.1900024414062,518.5499877929688,542.1900024414062,655400
2018-03-26 00:00:00+00:00,456.3772888183594,540.719970703125,541.5700073242188,525.5700073242188,529.9000244140625,672000
2018-03-27 00:00:00+00:00,449.1103515625,532.1099853515625,545.2899780273438,527.5499877929688,541.7999877929688,511300
2018-03-28 00:00:00+00:00,445.6667785644531,528.030029296875,536.52001953125,524.0700073242188,534.3699951171875,496800
2018-03-29 00:00:00+00:00,457.2212219238281,541.719970703125,547.0499877929688,528.6400146484375,532.25,488100
2018-04-02 00:00:00+00:00,438.0451965332031,519.0,539.77001953125,510.05999755859375,537.760009765625,746200
2018-04-03 00:00:00+00:00,446.2574462890625,528.72998046875,529.8900146484375,518.27001953125,522.4500122070312,566000
2018-04-04 00:00:00+00:00,452.65509033203125,536.3099975585938,538.22998046875,515.6500244140625,515.77001953125,471200
2018-04-05 00:00:00+00:00,454.419189453125,538.4000244140625,544.5800170898438,535.5,537.72998046875,397400
2018-04-06 00:00:00+00:00,438.8217468261719,519.9199829101562,533.760009765625,513.27001953125,529.4000244140625,518500
2018-04-09 00:00:00+00:00,439.85137939453125,521.1400146484375,534.1599731445312,520.219970703125,527.1199951171875,559600
2018-04-10 00:00:00+00:00,450.6717224121094,533.9600219726562,538.8800048828125,528.0,528.9199829101562,612800
2018-04-11 00:00:00+00:00,443.3709716796875,525.3099975585938,533.4500122070312,523.6699829101562,527.0999755859375,549400
2018-04-12 00:00:00+00:00,449.8699645996094,533.010009765625,541.489990234375,529.0,530.3300170898438,668600
2018-04-13 00:00:00+00:00,442.9151306152344,524.77001953125,539.3499755859375,521.0999755859375,539.3499755859375,489200
2018-04-16 00:00:00+00:00,442.9826965332031,524.8499755859375,531.4600219726562,524.6699829101562,528.0,789500
2018-04-17 00:00:00+00:00,444.6623229980469,526.8400268554688,530.1900024414062,524.2999877929688,528.260009765625,1367900
2018-04-18 00:00:00+00:00,441.6069641113281,523.219970703125,528.52001953125,522.1199951171875,528.52001953125,671800
2018-04-19 00:00:00+00:00,443.1599426269531,525.0599975585938,526.8900146484375,522.0,523.6500244140625,525400
2018-04-20 00:00:00+00:00,442.6198425292969,524.4199829101562,527.5700073242188,520.6099853515625,525.8200073242188,639400
2018-04-23 00:00:00+00:00,438.7624816894531,519.8499755859375,526.3699951171875,518.5399780273438,525.1799926757812,489300
2018-04-24 00:00:00+00:00,433.57196044921875,513.7000122070312,523.0800170898438,509.1600036621094,522.75,1028800
2018-04-25 00:00:00+00:00,432.32275390625,512.219970703125,516.010009765625,509.1199951171875,514.0,715800
2018-04-26 00:00:00+00:00,441.1849365234375,522.719970703125,526.5,512.0,513.0,712900
2018-04-27 00:00:00+00:00,442.8139343261719,524.6500244140625,525.9600219726562,519.8200073242188,524.1900024414062,370900
2018-04-30 00:00:00+00:00,440.1552734375,521.5,528.780029296875,520.6699829101562,525.4000244140625,480900
2018-05-01 00:00:00+00:00,437.1758117675781,517.969970703125,521.1099853515625,512.2000122070312,517.969970703125,417100
2018-05-02 00:00:00+00:00,434.4918518066406,514.7899780273438,521.6599731445312,514.030029296875,517.510009765625,438700
2018-05-03 00:00:00+00:00,431.85858154296875,511.6700134277344,514.2000122070312,500.8500061035156,513.8400268554688,682500
2018-05-04 00:00:00+00:00,439.226806640625,520.4000244140625,527.489990234375,505.6499938964844,506.69000244140625,601900
2018-05-07 00:00:00+00:00,441.9276428222656,523.5999755859375,526.739990234375,518.9600219726562,522.260009765625,366600
2018-05-08 00:00:00+00:00,438.8301086425781,519.9299926757812,528.02001953125,515.75,515.75,634100
2018-05-09 00:00:00+00:00,448.4688415527344,531.3499755859375,532.469970703125,522.1500244140625,522.5800170898438,475200
2018-05-10 00:00:00+00:00,452.6128845214844,536.260009765625,539.0999755859375,531.1599731445312,532.0399780273438,527500
2018-05-11 00:00:00+00:00,456.132568359375,540.4299926757812,542.27001953125,535.1900024414062,537.75,395700
2018-05-14 00:00:00+00:00,455.5669860839844,539.760009765625,544.5800170898438,536.0999755859375,541.989990234375,415500
2018-05-15 00:00:00+00:00,450.0386657714844,533.2100219726562,538.6500244140625,530.75,535.9500122070312,461200
2018-05-16 00:00:00+00:00,450.62109375,533.9000244140625,537.4299926757812,530.27001953125,534.2899780273438,474900
2018-05-17 00:00:00+00:00,452.0390319824219,535.5800170898438,537.010009765625,531.0,534.0,365700
2018-05-18 00:00:00+00:00,454.4951171875,538.489990234375,539.9199829101562,534.4199829101562,536.280029296875,518700
2018-05-21 00:00:00+00:00,458.7066345214844,543.47998046875,547.97998046875,542.0,542.0,359100
2018-05-22 00:00:00+00:00,461.576416015625,546.8800048828125,549.5800170898438,545.8599853515625,546.4400024414062,406200
2018-05-23 00:00:00+00:00,458.0146484375,542.6599731445312,542.7899780273438,533.75,541.719970703125,377700
2018-05-24 00:00:00+00:00,456.47015380859375,540.8300170898438,542.9400024414062,534.6799926757812,542.9400024414062,413100
2018-05-25 00:00:00+00:00,455.4404296875,539.6099853515625,540.3200073242188,535.9400024414062,537.1400146484375,290000
2018-05-29 00:00:00+00:00,442.4847412109375,524.260009765625,537.8200073242188,518.030029296875,534.75,714200
2018-05-30 00:00:00+00:00,450.9501953125,534.2899780273438,535.2899780273438,526.0700073242188,527.3099975585938,404100
2018-05-31 00:00:00+00:00,450.8995666503906,534.22998046875,538.8599853515625,530.739990234375,534.6199951171875,543000
2018-06-01 00:00:00+00:00,454.9761962890625,539.0599975585938,542.9099731445312,536.1400146484375,540.6500244140625,446500
2018-06-04 00:00:00+00:00,456.3350524902344,540.6699829101562,543.9299926757812,538.1599731445312,543.5399780273438,417100
2018-06-05 00:00:00+00:00,451.0261535644531,534.3800048828125,539.8800048828125,531.0499877929688,539.4600219726562,495000
2018-06-06 00:00:00+00:00,468.3034973144531,551.8599853515625,551.8599853515625,535.75,536.8200073242188,682100
2018-06-07 00:00:00+00:00,465.9953918457031,549.1400146484375,557.0,546.7000122070312,555.0,428400
2018-06-08 00:00:00+00:00,466.2245178222656,549.4099731445312,549.6400146484375,544.3200073242188,547.5399780273438,370500
2018-06-11 00:00:00+00:00,465.927490234375,549.0599975585938,552.5,546.2000122070312,550.77001953125,391800
2018-06-12 00:00:00+00:00,464.272705078125,547.1099853515625,552.3499755859375,543.489990234375,551.8900146484375,425200
2018-06-13 00:00:00+00:00,451.5947570800781,532.1699829101562,547.52001953125,530.3200073242188,546.3699951171875,839600
2018-06-14 00:00:00+00:00,444.1186828613281,523.3599853515625,532.9600219726562,522.1500244140625,531.4299926757812,989500
2018-06-15 00:00:00+00:00,445.1030578613281,524.52001953125,525.739990234375,516.0,520.8200073242188,753100
2018-06-18 00:00:00+00:00,447.6658020019531,527.5399780273438,528.2899780273438,519.0700073242188,524.0,483500
2018-06-19 00:00:00+00:00,446.876708984375,526.6099853515625,528.3400268554688,519.0700073242188,522.22998046875,448500
2018-06-20 00:00:00+00:00,446.8511657714844,526.5800170898438,530.5800170898438,526.0700073242188,528.1300048828125,346100
2018-06-21 00:00:00+00:00,445.4933776855469,524.97998046875,529.1699829101562,520.2899780273438,527.2999877929688,571000
2018-06-22 00:00:00+00:00,443.5925598144531,522.739990234375,529.9000244140625,522.510009765625,529.9000244140625,514300
2018-06-25 00:00:00+00:00,437.1432800292969,515.1400146484375,520.8800048828125,509.2200012207031,520.010009765625,666000
2018-06-26 00:00:00+00:00,433.50274658203125,510.8500061035156,515.989990234375,507.7200012207031,515.989990234375,740200
2018-06-27 00:00:00+00:00,427.2911071777344,503.5299987792969,516.9500122070312,503.5299987792969,510.4599914550781,558200
2018-06-28 00:00:00+00:00,425.7975158691406,501.7699890136719,505.67999267578125,497.3399963378906,503.4700012207031,636700
2018-06-29 00:00:00+00:00,423.4809265136719,499.0400085449219,511.8299865722656,498.7200012207031,508.19000244140625,701800
2018-07-02 00:00:00+00:00,423.8882141113281,499.5199890136719,499.5199890136719,490.57000732421875,494.05999755859375,564000
2018-07-03 00:00:00+00:00,416.90435791015625,491.2900085449219,503.30999755859375,490.9100036621094,502.55999755859375,307500
2018-07-05 00:00:00+00:00,417.4900207519531,491.9800109863281,498.94000244140625,488.6099853515625,498.94000244140625,513900
2018-07-06 00:00:00+00:00,417.2437438964844,491.69000244140625,497.0400085449219,488.010009765625,491.4800109863281,556300
2018-07-09 00:00:00+00:00,427.7748107910156,504.1000061035156,505.17999267578125,493.94000244140625,494.95001220703125,748400
2018-07-10 00:00:00+00:00,428.47918701171875,504.92999267578125,510.9100036621094,502.94000244140625,504.9200134277344,484800
2018-07-11 00:00:00+00:00,426.7564392089844,502.8999938964844,505.92999267578125,499.6199951171875,499.8800048828125,468600
2018-07-12 00:00:00+00:00,429.9556579589844,506.6700134277344,507.1300048828125,498.04998779296875,506.4700012207031,574500
2018-07-13 00:00:00+00:00,430.3121032714844,507.0899963378906,512.5,504.42999267578125,512.22998046875,786500
2018-07-16 00:00:00+00:00,427.6559753417969,503.9599914550781,506.45001220703125,497.7799987792969,500.0,1212800
2018-07-17 00:00:00+00:00,428.43670654296875,504.8800048828125,505.9599914550781,501.260009765625,501.29998779296875,758800
2018-07-18 00:00:00+00:00,433.50274658203125,510.8500061035156,511.6199951171875,504.8800048828125,504.9200134277344,487600
2018-07-19 00:00:00+00:00,428.4452209472656,504.8900146484375,510.30999755859375,502.0400085449219,507.7900085449219,684100
2018-07-20 00:00:00+00:00,426.65472412109375,502.7799987792969,504.8299865722656,501.0199890136719,501.6000061035156,812400
2018-07-23 00:00:00+00:00,431.51715087890625,508.510009765625,511.2799987792969,502.1000061035156,502.1000061035156,646700
2018-07-24 00:00:00+00:00,431.8395690917969,508.8900146484375,513.0,506.6400146484375,511.8800048828125,688300
2018-07-25 00:00:00+00:00,434.89453125,512.489990234375,512.8599853515625,503.1099853515625,507.92999267578125,492800
